./data/original/LC-QuAD-data/train-data.json	'Which political party got elected in First Legislative Assembly of Uttar Pradesh ?' is a duplicate; found in paths: 	         ./data/original/LC-QuAD-data/train-data.json and 	        ./data/original/LC-QuAD-data/train-data.json	Instance found in newer file ./data/original/LC-QuAD-data/train-data.json will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which software has been developed by organizations founded in California?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Give me the websites of companies with more than 500000 employees.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which actors were born in Germany?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which caves have more than 3 entrances?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Is the wife of president Obama called Michelle?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Give me all films produced by Hal Roach.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Give me all video games published by Mean Hamster Software.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which languages are spoken in Estonia?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which capitals in Europe were host cities of the summer olympic games?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'How many films did Hal Roach produce?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which music albums contain the song Last Christmas?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Give me all books written by Danielle Steel.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which airports are located in California, USA?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which states of Germany are governed by the Social Democratic Party?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Give me all Canadian Grunge record labels.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Which country has the most official languages?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'In which programming language is GIMP written?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Who produced films starring Natalie Portman?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Give me all movies with Tom Cruise.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'In which films did Julia Roberts as well as Richard Gere play?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'How many films did Leonardo DiCaprio star in?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Give me all soccer clubs in the Premier League.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/esdbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'When was Capcom founded?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'What is the highest mountain?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	'Was Natalie Portman born in the United States?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml and 	        ./data/original/QALD-master/3/data/dbpedia-train-answers.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'How many inhabitants does the largest city in Canada have?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Who was the first to climb Mount Everest?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'How many programming languages are there?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'What is the official color of the University of Oxford?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'To which artistic movement did the painter of The Three Dancers belong?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all animals that are extinct.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Does Abraham Lincoln's death place have a website?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'How deep is Lake Placid?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me the grandchildren of Bruce Lee.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Who is the youngest Darts player?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Where was Bach born?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'In which countries can you pay using the West African CFA franc?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'What are the top-10 action role-playing video games according to IGN?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'What is the most frequent death cause?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Does the Isar flow into a lake?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all films produced by Steven Spielberg with a budget of at least $80 million.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all writers that won the Nobel Prize in literature.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all taikonauts.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'How many pages does War and Peace have?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'What is the bridge with the longest span?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all actors called Baldwin.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Who is the tallest player of the Atlanta Falcons?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which rivers flow into a German lake?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'How many James Bond movies are there?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which spaceflights were launched from Baikonur?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which pope succeeded John Paul II?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all Dutch parties.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'When is Halloween?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all Swedish oceanographers.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all actors who were born in Berlin.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'What was the last movie with Alec Guinness?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which poet wrote the most books?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'How many languages are spoken in Colombia?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'What does CPU stand for?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'What was Brazil's lowest rank in the FIFA World Ranking?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me the capitals of all countries that the Himalayas run through.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which actor played Chewbacca?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which ingredients do I need for carrot cake?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Is Cola a beverage?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Who has Tom Cruise been married to?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which of Tim Burton's films had the highest budget?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'How heavy is Jupiter's lightest moon?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Which actor was casted in the most movies?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Is James Bond married?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all Australian metalcore bands.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Give me all actors who were born in Paris after 1950.' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'When was Carlo Giuliani shot?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml	'Who are the four youngest MVP basketball players?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_test.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_test_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train_withanswers.xml	'How often did Jane Fonda marry?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train_withanswers.xml will be kept.		

./data/original/QALD-master/4/data/qald-4_multilingual_train_withanswers.xml	'Which books by Kerouac were published by Viking Press?' is a duplicate; found in paths: 	         ./data/original/QALD-master/4/data/qald-4_multilingual_train_withanswers.xml and 	        ./data/original/QALD-master/4/data/qald-4_multilingual_train.xml	Instance found in newer file ./data/original/QALD-master/4/data/qald-4_multilingual_train_withanswers.xml will be kept.		

